Recording_ID,Latitude,Longitude,bout_duration_ms,num_syllables,num_syllable_per_bout_duration_1_ms,largest_syllable_duration_ms,smallest_syllable_duration_ms,avg_syllable_duration_ms,num_unique_syllables,num_syllables_per_num_unique,avg_sylls_upper_freq_Hz,avg_sylls_lower_freq_Hz,max_sylls_freq_Hz,min_sylls_freq_Hz,overall_sylls_freq_range_Hz,largest_sylls_freq_range_Hz,smallest_sylls_freq_range_Hz,avg_sylls_freq_range_Hz,Species,Source
122311611,40.4392518,-73.9869263,1082.539683,12,0.011085044,232.6984127,38.0952381,60.29100529,2,6,5580.555556,3044.590643,6060.526316,2535.964912,3567.54386,3223.684211,1977.192982,2578.947368,Pipilo erythrophthalmus,ML
127567931,40.7460974,-80.0270426,1009.52381,11,0.010896226,78.73015873,48.88888889,62.02020202,1,11,6881.100478,3884.051037,7607.894737,3524.561404,4126.315789,4083.333333,2492.982456,3040.031898,Pipilo erythrophthalmus,ML
130265941,42.2774083,-76.6636598,915.2380952,8,0.008740895,244.7619048,55.23809524,92.38095238,3,2.666666667,4905.372807,3572.916667,6275.438596,2535.964912,3782.45614,1762.280702,1246.491228,1375.438596,Pipilo erythrophthalmus,ML
132974451,40.7754935,-72.8810839,1714.285714,9,0.00525,244.4444444,52.6984127,122.2222222,5,1.8,5310.721248,3968.71345,7478.947368,2492.982456,5028.947368,2020.175439,687.7192982,1384.990253,Pipilo erythrophthalmus,ML
136835761,44.3354061,-69.1767025,1446.984127,8,0.005528741,480.6349206,33.65079365,137.6190476,4,2,6108.881579,4711.951754,8080.701754,3309.649123,4814.035088,1762.280702,816.6666667,1439.912281,Pipilo erythrophthalmus,ML
136841551,44.3219071,-69.173964,1269.52381,8,0.006301575,282.5396825,82.22222222,118.6111111,3,2.666666667,6871.820175,3223.684211,8209.649123,1848.245614,6404.385965,5071.929825,687.7192982,3691.118421,Pipilo erythrophthalmus,ML
137554551,39.1069677,-96.6083997,1180.31746,9,0.007625067,337.7777778,33.01587302,96.4021164,5,1.8,4556.140351,2473.879142,7049.122807,2020.175439,5071.929825,4556.140351,687.7192982,2125.243665,Pipilo erythrophthalmus,ML
137826321,40.7460974,-80.0270426,1263.174603,10,0.007916562,206.984127,50.79365079,84.34920635,2,5,5798.333333,3361.22807,6705.263158,2836.842105,3911.403509,3309.649123,1461.403509,2480.087719,Pipilo erythrophthalmus,ML
137844281,40.7460974,-80.0270426,1115.873016,6,0.005376956,235.8730159,34.28571429,90.52910053,3,2,3875.584795,2407.017544,4384.210526,2192.105263,2235.087719,2020.175439,988.5964912,1511.549708,Pipilo erythrophthalmus,ML
141156021,30.0697161,-81.5088907,1273.015873,13,0.01021197,139.3650794,14.6031746,61.22100122,7,1.857142857,4404.048583,3200.539811,7264.035088,2364.035088,4942.982456,2020.175439,257.8947368,1246.491228,Pipilo erythrophthalmus,ML
141318681,40.7410305,-80.0266135,1065.714286,14,0.013136729,217.4603175,30.15873016,51.63265306,4,3.5,5114.912281,3506.140351,7178.070175,2535.964912,4685.087719,3524.561404,257.8947368,1651.754386,Pipilo erythrophthalmus,ML
142232441,32.8073499,-79.9884939,1260,14,0.011111111,215.8730159,12.38095238,50.65759637,8,1.75,5354.385965,4025,8338.596491,1762.280702,6619.298246,5802.631579,300.877193,1372.368421,Pipilo erythrophthalmus,ML
142235231,30.4546718,-84.2718022,1450.47619,20,0.013788575,246.6666667,8.888888889,44.47619048,7,2.857142857,4063.991228,2916.359649,6963.157895,2192.105263,4814.035088,2278.070175,429.8245614,1190.614035,Pipilo erythrophthalmus,ML
142238831,30.444382,-84.1754436,872.3809524,27,0.030949782,30.47619048,9.523809524,19.52968842,2,13.5,3846.133853,2723.814165,5071.929825,2321.052632,2793.859649,2149.122807,601.754386,1165.302144,Pipilo erythrophthalmus,ML
142238831,30.444382,-84.1754436,1141.269841,19,0.016648122,186.984127,7.619047619,33.91812865,5,3.8,5096.814404,4040.350877,6447.368421,2407.017544,4083.333333,1977.192982,300.877193,1099.445983,Pipilo erythrophthalmus,ML
142238831,30.444382,-84.1754436,1189.52381,24,0.020176141,107.6190476,8.571428571,25.58201058,5,4.8,3791.410819,2727.595029,5501.754386,1891.22807,3653.508772,2106.140351,687.7192982,1106.798246,Pipilo erythrophthalmus,ML
142846981,30.618921,-83.974091,683.8095238,10,0.014623955,62.85714286,27.93650794,51.49206349,2,5,5157.894737,3524.561404,6963.157895,3137.719298,3868.421053,1805.263158,1289.473684,1676.315789,Pipilo erythrophthalmus,ML
144802861,40.7460974,-80.0270426,1362.857143,11,0.008071279,452.0634921,24.44444444,82.53968254,5,2.2,6885.007974,4423.285486,7994.736842,1977.192982,6060.526316,3868.421053,1203.508772,2504.704944,Pipilo erythrophthalmus,ML
144895491,39.6441559,-76.0857564,1439.68254,10,0.006945976,305.3968254,20.95238095,106.5714286,6,1.666666667,3868.421053,2553.157895,6017.54386,1203.508772,4857.017544,2450,386.8421053,1358.245614,Pipilo erythrophthalmus,ML
145810191,39.060227,-76.727605,1433.650794,11,0.007672719,242.5396825,32.06349206,90.41847042,5,2.2,4134.130781,3118.181818,7049.122807,2235.087719,4857.017544,3051.754386,472.8070175,1058.931419,Pipilo erythrophthalmus,ML
146087721,39.6956609,-76.4707369,1060.952381,9,0.008482944,144.7619048,54.28571429,87.44268078,3,3,4623.001949,2994.444444,5888.596491,2278.070175,3653.508772,2321.052632,816.6666667,1671.539961,Pipilo erythrophthalmus,ML
146370181,30.405002,-83.907375,1378.412698,15,0.010882082,292.6984127,22.53968254,58.37037037,6,2.5,5630.701754,3957.251462,7264.035088,1891.22807,5415.789474,3395.614035,300.877193,1716.432749,Pipilo erythrophthalmus,ML
146370181,30.405002,-83.907375,870.4761905,13,0.014934354,83.49206349,13.33333333,40.02442002,4,3.25,4969.433198,3921.322537,6920.175439,3051.754386,3911.403509,2020.175439,300.877193,1091.093117,Pipilo erythrophthalmus,ML
146832191,26.5575107,-81.4655674,1163.492063,12,0.010313779,74.92063492,39.68253968,49.23280423,2,6,5218.78655,2876.24269,5587.719298,2621.929825,3008.77193,3008.77193,2149.122807,2385.526316,Pipilo erythrophthalmus,ML
147082541,31.21943,-91.93938,957.4603175,11,0.011488727,281.5873016,5.714285714,55.06493506,3,3.666666667,4935.167464,3344.816587,5716.666667,1719.298246,4040.350877,2278.070175,644.7368421,1633.333333,Pipilo erythrophthalmus,ML
147082541,31.21943,-91.93938,1093.015873,10,0.009148998,285.0793651,22.53968254,68.50793651,3,3.333333333,5342.719298,2922.807018,7264.035088,1848.245614,5458.77193,4556.140351,1375.438596,2462.894737,Pipilo erythrophthalmus,ML
147306471,35.9814175,-86.5305352,1251.428571,9,0.007191781,285.0793651,28.88888889,101.3756614,7,1.285714286,5224.756335,3720.37037,8037.719298,2364.035088,5716.666667,3610.526316,429.8245614,1547.368421,Pipilo erythrophthalmus,ML
147914131,40.8932768,-91.0720253,1339.365079,10,0.007466224,267.6190476,39.68253968,79.3015873,3,3.333333333,3829.736842,2604.736842,5501.754386,2235.087719,3309.649123,1934.210526,1031.578947,1267.982456,Pipilo erythrophthalmus,ML
148058801,41.164574,-80.102373,842.5396825,7,0.008308214,206.3492063,33.01587302,73.06122449,3,2.333333333,5722.807018,3776.315789,7564.912281,1805.263158,5802.631579,2535.964912,988.5964912,1989.473684,Pipilo erythrophthalmus,ML
148247071,39.9591784,-75.4505553,1196.190476,10,0.008359873,179.047619,12.6984127,75.61904762,4,2.5,4354.122807,3580.438596,4900,2407.017544,2535.964912,988.5964912,644.7368421,816.6666667,Pipilo erythrophthalmus,ML
148329601,30.0130712,-81.4052582,803.4920635,12,0.014934808,71.11111111,13.33333333,39.1005291,4,3,4674.342105,3406.359649,6920.175439,2836.842105,4126.315789,2063.157895,687.7192982,1310.964912,Pipilo erythrophthalmus,ML
148363871,31.033433,-81.415014,1316.825397,21,0.015947445,216.5079365,8.888888889,34.64852608,6,3.5,4337.134503,3291.22807,7521.929825,2063.157895,5501.754386,2063.157895,515.7894737,1088.888889,Pipilo erythrophthalmus,ML
148436631,40.80082,-77.87318,1197.777778,6,0.005009276,298.4126984,45.71428571,129.7354497,6,1,4613.450292,3732.309942,5673.684211,2235.087719,3481.578947,1633.333333,558.7719298,924.122807,Pipilo erythrophthalmus,ML
148584711,30.2594396,-92.8950396,1020,11,0.010784314,286.6666667,31.11111111,63.2034632,2,5.5,4419.37799,2696.172249,5157.894737,1805.263158,3395.614035,2450,1246.491228,1766.188198,Pipilo erythrophthalmus,ML
148878531,35.9727034,-87.1413087,1006.984127,8,0.007944515,150.1587302,29.84126984,76.15079365,4,2,4464.802632,3411.732456,4857.017544,2836.842105,2063.157895,1762.280702,300.877193,1096.052632,Pipilo erythrophthalmus,ML
149006641,36.4954235,-80.0250149,1324.761905,12,0.009058231,140.952381,14.6031746,68.99470899,6,2,4452.266082,3581.871345,7006.140351,2707.894737,4341.22807,2149.122807,300.877193,913.377193,Pipilo erythrophthalmus,ML
149182681,35.9511223,-84.2392109,1077.142857,9,0.008355438,263.4920635,61.58730159,90.2292769,3,3,5425.341131,2927.582846,6963.157895,2063.157895,4942.982456,4942.982456,601.754386,2540.740741,Pipilo erythrophthalmus,ML
149182811,36.49165,-79.7661602,1184.126984,8,0.006756032,266.984127,47.61904762,101.5079365,3,2.666666667,4985.964912,3046.381579,5501.754386,2407.017544,3137.719298,2621.929825,429.8245614,1982.565789,Pipilo erythrophthalmus,ML
149232751,40.1824734,-88.4262085,1472.698413,11,0.007469282,236.5079365,20.95238095,95.9018759,4,2.75,3899.681021,2496.889952,5458.77193,1891.22807,3610.526316,1848.245614,257.8947368,1445.773525,Pipilo erythrophthalmus,ML
149325451,39.6277715,-79.8673439,641.2698413,5,0.00779703,196.8253968,16.50793651,82.92063492,3,1.666666667,5089.122807,3352.631579,6533.333333,2235.087719,4341.22807,3094.736842,1074.561404,1779.473684,Pipilo erythrophthalmus,ML
149325451,39.6277715,-79.8673439,1218.095238,7,0.005746677,220.952381,45.71428571,99.09297052,3,2.333333333,4562.280702,3051.754386,6232.45614,1977.192982,4298.245614,3008.77193,1117.54386,1553.508772,Pipilo erythrophthalmus,ML
149381791,35.8971717,-78.6593246,1237.142857,4,0.003233256,542.2222222,72.6984127,223.7301587,4,1,5104.166667,3889.912281,7178.070175,1891.22807,5329.824561,1719.298246,472.8070175,1257.236842,Pipilo erythrophthalmus,ML
149405341,25.9851288,-81.4937067,833.015873,11,0.01320503,160,21.9047619,53.91053391,3,3.666666667,6892.822967,3766.826156,7822.807018,2364.035088,5501.754386,4599.122807,687.7192982,3168.979266,Pipilo erythrophthalmus,ML
149409801,39.7604929,-82.8679419,1312.380952,3,0.002285922,547.3015873,127.6190476,333.5449735,3,1,5100.584795,2693.567251,7392.982456,2450,4985.964912,4900,515.7894737,2450,Pipilo erythrophthalmus,ML
149544591,39.1919236,-84.555172,1221.587302,8,0.006548857,283.1746032,48.57142857,80.07936508,2,4,4985.964912,3035.635965,5501.754386,2535.964912,3008.77193,2450,1461.403509,1993.311404,Pipilo erythrophthalmus,ML
149544591,39.1919236,-84.555172,1060.634921,8,0.007542652,276.1904762,9.841269841,82.1031746,5,1.6,3954.385965,3073.245614,4985.964912,1934.210526,3094.736842,2535.964912,429.8245614,924.122807,Pipilo erythrophthalmus,ML
149544591,39.1919236,-84.555172,1511.428571,14,0.00926276,269.2063492,7.619047619,64.87528345,5,2.8,4028.070175,3275.877193,4985.964912,1977.192982,3051.754386,2407.017544,343.8596491,795.1754386,Pipilo erythrophthalmus,ML
149714061,39.0971869,-92.3515463,1499.68254,4,0.002667231,785.3968254,22.53968254,295.1587302,4,1,4437.938596,2471.491228,6232.45614,1719.298246,4556.140351,3782.45614,429.8245614,2009.429825,Pipilo erythrophthalmus,ML
149875761,29.6220792,-82.3079824,1224.444444,22,0.017967332,104.7619048,14.28571429,33.72294372,5,4.4,5472.448166,3878.189793,7908.77193,2364.035088,5587.719298,3739.473684,300.877193,1637.240829,Pipilo erythrophthalmus,ML
149927421,38.2817914,-85.5584292,1328.888889,10,0.007525084,261.5873016,22.22222222,76.31746032,3,3.333333333,4504.561404,3460.087719,4985.964912,2020.175439,3008.77193,1934.210526,386.8421053,1087.45614,Pipilo erythrophthalmus,ML
150030991,41.6630489,-86.0635149,1087.936508,5,0.004595856,486.031746,61.58730159,184.952381,5,1,4667.894737,3713.684211,6877.192982,2535.964912,4384.210526,1891.22807,300.877193,997.1929825,Pipilo erythrophthalmus,ML
150064511,28.0808599,-82.0764938,1976.825397,23,0.011634816,112.3809524,25.71428571,37.6673568,4,5.75,4486.994661,3204.996186,6576.315789,2106.140351,4513.157895,2793.859649,902.6315789,1324.980931,Pipilo erythrophthalmus,ML
150140681,38.6455061,-77.2361183,1157.777778,11,0.00950096,173.015873,25.71428571,54.66089466,4,2.75,4091.148325,2707.894737,6619.298246,1934.210526,4728.070175,3266.666667,343.8596491,1426.236045,Pipilo erythrophthalmus,ML
150277591,39.0544658,-76.7228569,1421.269841,8,0.005628769,157.7777778,78.0952381,106.5873016,4,2,5754.276316,3680.372807,8897.368421,3180.701754,5759.649123,5286.842105,1160.526316,2116.885965,Pipilo erythrophthalmus,ML
150301201,39.706767,-82.604415,1815.238095,16,0.008814271,265.0793651,22.85714286,63.33333333,8,2,5474.890351,3857.675439,7994.736842,2492.982456,5544.736842,4169.298246,300.877193,1660.197368,Pipilo erythrophthalmus,ML
150408991,38.21197,-86.12187,1240.952381,12,0.009669992,104.1269841,20.31746032,62.16931217,4,3,4294.663743,3675,7693.859649,2492.982456,5243.859649,2149.122807,343.8596491,662.6461988,Pipilo erythrophthalmus,ML
150655061,41.880106,-83.6895561,1224.126984,8,0.00653527,225.7142857,44.76190476,100.7539683,4,2,6103.508772,3057.127193,7178.070175,2063.157895,5157.894737,4642.105263,1332.45614,3089.364035,Pipilo erythrophthalmus,ML
150660981,30.6567786,-84.2087889,997.7777778,10,0.010022272,289.5238095,37.14285714,73.68253968,3,3.333333333,5097.719298,3808.245614,5931.578947,2492.982456,3481.578947,1676.315789,816.6666667,1332.45614,Pipilo erythrophthalmus,ML
150754511,40.029849,-75.8473563,1097.142857,6,0.00546875,266.031746,78.73015873,113.1746032,2,3,3739.473684,2786.695906,4814.035088,2535.964912,2321.052632,1117.54386,902.6315789,995.7602339,Pipilo erythrophthalmus,ML
150821641,33.1477339,-79.3961066,1196.825397,9,0.007519894,320.6349206,30.15873016,78.27160494,3,3,4575.243665,3443.37232,7178.070175,2664.912281,4556.140351,1676.315789,730.7017544,1174.853801,Pipilo erythrophthalmus,ML
150915951,35.9991197,-86.4874361,1211.746032,9,0.007427299,297.1428571,19.68253968,83.10405644,4,2.25,3944.834308,2918.031189,5286.842105,1977.192982,3352.631579,1461.403509,343.8596491,1069.785575,Pipilo erythrophthalmus,ML
150929371,39.940098,-83.03271,1237.460317,7,0.005656747,256.1904762,60,105.8956916,3,2.333333333,5256.140351,3076.315789,6017.54386,2149.122807,3911.403509,2707.894737,1633.333333,2222.807018,Pipilo erythrophthalmus,ML
151010831,37.462891,-77.9100446,1286.349206,17,0.013215696,230.4761905,23.80952381,53.68814192,4,4.25,4386.738906,3461.351909,5114.912281,1848.245614,3309.649123,1934.210526,386.8421053,968.369453,Pipilo erythrophthalmus,ML
151026231,44.050324,-77.5174767,1017.777778,10,0.009825328,210.7936508,41.26984127,75.42857143,3,3.333333333,5063.333333,3219.385965,6920.175439,2664.912281,4298.245614,3524.561404,1504.385965,1886.929825,Pipilo erythrophthalmus,ML
151038581,35.105192,-81.2694073,1300,11,0.008461538,292.6984127,17.77777778,71.86147186,5,2.2,4782.77512,3415.151515,6232.45614,1891.22807,4384.210526,2492.982456,300.877193,1410.606061,Pipilo erythrophthalmus,ML
151187251,42.9298451,-79.2544055,1246.031746,9,0.00722293,248.8888889,56.82539683,91.25220459,3,3,5501.754386,2918.031189,5931.578947,1590.350877,4384.210526,2793.859649,2450,2626.705653,Pipilo erythrophthalmus,ML
151282361,41.9231632,-82.5119376,1291.746032,8,0.006193168,273.6507937,86.03174603,121.4285714,4,2,6630.04386,2697.149123,8209.649123,2192.105263,6060.526316,5501.754386,601.754386,3975.877193,Pipilo erythrophthalmus,ML
151337491,40.0653229,-87.9867235,1129.52381,9,0.00796796,124.4444444,52.06349206,76.43738977,4,2.25,4876.120858,2593.274854,5501.754386,1676.315789,3868.421053,2707.894737,2020.175439,2325.82846,Pipilo erythrophthalmus,ML
151543561,38.2817914,-85.5584292,1062.539683,7,0.006587989,260.6349206,29.52380952,80.81632653,3,2.333333333,5452.631579,3438.596491,6017.54386,2450,3610.526316,2450,1461.403509,2057.017544,Pipilo erythrophthalmus,ML
151566591,43.1154766,-85.5174665,768.8888889,4,0.005202312,158.0952381,33.96825397,96.9047619,3,1.333333333,4975.219298,3427.850877,6017.54386,2535.964912,3524.561404,2879.824561,257.8947368,1590.350877,Pipilo erythrophthalmus,ML
151580791,43.137133,-90.235899,1923.174603,11,0.005719709,381.5873016,26.66666667,112.4098124,4,2.75,4489.712919,3676.953748,5458.77193,2664.912281,2836.842105,1504.385965,515.7894737,855.7416268,Pipilo erythrophthalmus,ML
151632721,43.137133,-90.235899,1422.539683,14,0.009841553,227.3015873,45.3968254,71.67800454,4,3.5,3994.298246,2407.017544,5372.807018,2149.122807,3266.666667,2020.175439,429.8245614,1630.263158,Pipilo erythrophthalmus,ML
151655381,43.5287596,-73.2130133,1458.730159,18,0.012339499,256.5079365,6.349206349,60,6,3,5618.762183,3782.45614,6791.22807,2664.912281,4169.298246,4040.350877,472.8070175,1879.288499,Pipilo erythrophthalmus,ML
151712201,42.87518,-86.180448,1489.52381,11,0.00738491,291.1111111,44.12698413,85.97402597,3,3.666666667,5341.547049,3157.256778,5888.596491,2106.140351,3825.438596,2707.894737,1762.280702,2227.272727,Pipilo erythrophthalmus,ML
151750021,38.636316,-90.296545,1325.714286,13,0.009806034,233.6507937,20.95238095,72.28327228,5,2.6,4857.017544,3098.043185,5630.701754,2063.157895,3610.526316,2278.070175,644.7368421,1801.956815,Pipilo erythrophthalmus,ML
151757411,39.0544658,-76.7228569,1336.825397,10,0.007480408,153.3333333,36.82539683,83.04761905,4,2.5,3958.684211,3038.859649,6447.368421,2278.070175,4212.280702,2750.877193,386.8421053,962.8070175,Pipilo erythrophthalmus,ML
151858131,42.4736796,-71.649313,1278.730159,15,0.011730387,203.4920635,13.33333333,52.86772487,4,3.75,6733.918129,4877.076023,8252.631579,1934.210526,6361.403509,4341.22807,902.6315789,1899.824561,Pipilo erythrophthalmus,ML
151923961,42.4086088,-85.3983808,1249.206349,13,0.010406607,130.4761905,22.22222222,46.76434676,3,4.333333333,3756.005398,2959.176788,4728.070175,2192.105263,2578.947368,1332.45614,300.877193,839.8110661,Pipilo erythrophthalmus,ML
151923961,42.4086088,-85.3983808,980.952381,8,0.00815534,379.047619,56.82539683,103.6904762,2,4,5550.109649,3610.526316,5845.614035,2535.964912,3352.631579,3137.719298,1160.526316,1982.565789,Pipilo erythrophthalmus,ML
152027921,45.1446366,-80.1138496,1246.666667,13,0.010427807,125.7142857,21.9047619,50.15873016,5,2.6,4440.418354,3276.585695,5716.666667,2450,3309.649123,2106.140351,601.754386,1206.815115,Pipilo erythrophthalmus,ML
152069741,43.5287596,-73.2130133,1751.111111,13,0.007423858,183.4920635,35.87301587,62.05128205,4,3.25,4635.492578,3193.927126,4942.982456,2192.105263,2793.859649,1719.298246,1074.561404,1484.547908,Pipilo erythrophthalmus,ML
152086731,41.0020711,-73.923043,1776.190476,13,0.007319035,335.2380952,24.12698413,101.2698413,7,1.857142857,5991.093117,3074.898785,7092.105263,2149.122807,4985.964912,4685.087719,429.8245614,2959.176788,Pipilo erythrophthalmus,ML
152116361,40.0797716,-82.5028564,1240.634921,8,0.006448311,277.7777778,50.79365079,99.92063492,3,2.666666667,5211.622807,3261.29386,6189.473684,2063.157895,4169.298246,2707.894737,429.8245614,1993.311404,Pipilo erythrophthalmus,ML
152183091,32.90017,-79.62438,1139.68254,8,0.007019499,113.015873,72.06349206,87.97619048,3,2.666666667,4459.429825,2912.061404,4771.052632,1676.315789,3137.719298,1977.192982,1203.508772,1590.350877,Pipilo erythrophthalmus,ML
152255491,42.7061764,-71.6148992,1325.396825,20,0.01508982,229.8412698,8.571428571,35.04761905,4,5,6000.350877,4659.298246,6791.22807,2664.912281,4169.298246,2578.947368,515.7894737,1384.035088,Pipilo erythrophthalmus,ML
152287321,41.45125,-73.441287,1199.047619,8,0.006671962,261.9047619,48.57142857,99.00793651,3,2.666666667,4969.846491,3508.442982,6834.210526,2106.140351,4771.052632,3008.77193,945.6140351,1504.385965,Pipilo erythrophthalmus,ML
152304441,41.2033844,-81.4641901,1206.031746,14,0.011608318,335.5555556,18.0952381,61.26984127,3,4.666666667,4617.54386,3398.684211,5243.859649,2321.052632,2965.789474,1762.280702,558.7719298,1261.842105,Pipilo erythrophthalmus,ML
152491451,41.4174633,-82.6037213,1730.15873,10,0.005779817,317.1428571,35.55555556,124.3492063,6,1.666666667,5016.052632,3434.298246,5888.596491,2922.807018,3008.77193,2492.982456,300.877193,1624.736842,Pipilo erythrophthalmus,ML
152498161,44.4096886,-77.5465679,1640,5,0.00304878,480.3174603,123.4920635,232.4444444,3,1.666666667,4392.807018,2836.842105,5372.807018,1891.22807,3524.561404,2063.157895,902.6315789,1598.947368,Pipilo erythrophthalmus,ML
152526941,35.8893402,-78.6553067,1356.190476,2,0.001474719,924.7619048,283.4920635,604.1269841,2,1,5673.684211,3417.105263,7092.105263,3094.736842,4040.350877,3395.614035,1203.508772,2299.561404,Pipilo erythrophthalmus,ML
152532371,42.733799,-70.7903976,2083.174603,14,0.006720512,422.5396825,49.20634921,94.89795918,5,2.8,5845.614035,3632.017544,6490.350877,2149.122807,4384.210526,2750.877193,816.6666667,2256.578947,Pipilo erythrophthalmus,ML
152758641,33.9362392,-84.5965719,1318.730159,10,0.007583052,322.2222222,40.31746032,86.15873016,4,2.5,5166.491228,4195.087719,7006.140351,1848.245614,5200.877193,1633.333333,601.754386,1014.385965,Pipilo erythrophthalmus,ML
152782751,43.4844036,-72.393348,1018.730159,11,0.010797756,150.7936508,13.33333333,62.7994228,5,2.2,3770.733652,2903.269537,4599.122807,1461.403509,3180.701754,2364.035088,257.8947368,910.446571,Pipilo erythrophthalmus,ML
152872721,42.4670478,-73.2382321,1195.238095,10,0.008366534,199.047619,17.46031746,80.31746032,5,2,5050.438596,3696.491228,6791.22807,2235.087719,4599.122807,1977.192982,601.754386,1396.929825,Pipilo erythrophthalmus,ML
152892931,45.3750393,-72.6262456,1548.253968,14,0.009042444,359.3650794,45.71428571,86.16780045,5,2.8,6008.333333,3217.54386,7178.070175,2192.105263,5028.947368,3954.385965,343.8596491,2833.77193,Pipilo erythrophthalmus,ML
152929321,43.2473128,-79.9935794,1120.634921,6,0.005354108,286.984127,94.28571429,148.5185185,3,2,4591.959064,2972.953216,5974.561404,2535.964912,3481.578947,2836.842105,1375.438596,1661.988304,Pipilo erythrophthalmus,ML
152940481,40.7234318,-80.0883094,1169.206349,12,0.010263372,192.0634921,19.68253968,57.98941799,4,3,3904.239766,2790.277778,5630.701754,2235.087719,3438.596491,2192.105263,429.8245614,1156.944444,Pipilo erythrophthalmus,ML
152941161,41.2701946,-80.4597259,1692.063492,13,0.007682927,356.8253968,29.84126984,93.21123321,5,2.6,4843.792173,3355.937922,6920.175439,2149.122807,4814.035088,3266.666667,386.8421053,1530.836707,Pipilo erythrophthalmus,ML
152956071,40.7460974,-80.0270426,1426.666667,3,0.002102804,694.6031746,339.3650794,468.4656085,3,1,5487.426901,2492.982456,6576.315789,1633.333333,4985.964912,4126.315789,2106.140351,3037.426901,Pipilo erythrophthalmus,ML
152981631,35.8856064,-84.1208394,1122.539683,9,0.008017534,207.9365079,49.84126984,79.64726631,4,2.25,5482.651072,3854.093567,6404.385965,3094.736842,3352.631579,2492.982456,1031.578947,1671.539961,Pipilo erythrophthalmus,ML
153009101,44.5590717,-77.1170926,1216.190476,8,0.006577917,307.3015873,63.49206349,110.2380952,2,4,5147.149123,3169.95614,5415.789474,2321.052632,3137.719298,2235.087719,1762.280702,2020.175439,Pipilo erythrophthalmus,ML
153165191,41.1049808,-87.4394632,1253.015873,10,0.007980745,285.3968254,44.44444444,92.25396825,3,3.333333333,5329.824561,3326.842105,5888.596491,2192.105263,3739.473684,2364.035088,558.7719298,2045.964912,Pipilo erythrophthalmus,ML
153190681,41.8547833,-71.1776575,1505.079365,8,0.005315334,257.7777778,74.6031746,113.0555556,2,4,5082.675439,3110.855263,5587.719298,2192.105263,3438.596491,2836.842105,1074.561404,2014.802632,Pipilo erythrophthalmus,ML
153190681,41.8547833,-71.1776575,1568.888889,14,0.008923513,154.6031746,18.0952381,50.65759637,7,2,4771.052632,3665.789474,6232.45614,2235.087719,4040.350877,2364.035088,429.8245614,1148.245614,Pipilo erythrophthalmus,ML
153255201,42.2400118,-72.6513112,1192.380952,11,0.00922524,277.7777778,28.25396825,72.00577201,4,2.75,5517.38437,3727.751196,7049.122807,2106.140351,4985.964912,2578.947368,988.5964912,1832.61563,Pipilo erythrophthalmus,ML
153383091,36.1667564,-86.7245069,762.2222222,9,0.01180758,90.47619048,14.28571429,45.5026455,4,2.25,4517.933723,3491.130604,6619.298246,2578.947368,4083.333333,2235.087719,214.9122807,1069.785575,Pipilo erythrophthalmus,ML
153383091,36.1667564,-86.7245069,1285.079365,13,0.010116107,274.9206349,19.04761905,66.81318681,5,2.6,3808.906883,2502.901484,5845.614035,1977.192982,3911.403509,3481.578947,558.7719298,1348.987854,Pipilo erythrophthalmus,ML
153631601,32.9178613,-85.1910001,1388.571429,21,0.015123457,264.1269841,5.079365079,45.33635676,5,4.2,5724.853801,3997.368421,7994.736842,2793.859649,5243.859649,3653.508772,472.8070175,1770.467836,Pipilo erythrophthalmus,ML
153645931,42.5499821,-86.1178436,1537.460317,10,0.006504233,367.6190476,44.76190476,111.1428571,5,2,5123.508772,3185,7092.105263,2364.035088,4771.052632,4771.052632,816.6666667,1981.491228,Pipilo erythrophthalmus,ML
153696311,40.9993797,-75.1110234,1340.31746,11,0.008207011,132.6984127,28.88888889,50.64935065,3,3.666666667,4352.950558,3047.84689,4900,1848.245614,3094.736842,1934.210526,386.8421053,1348.086124,Pipilo erythrophthalmus,ML
153745941,40.7770045,-73.9688114,1085.079365,8,0.007372733,193.015873,31.74603175,93.29365079,5,1.6,5781.140351,3615.899123,6619.298246,2450,4212.280702,3180.701754,171.9298246,2208.223684,Pipilo erythrophthalmus,ML
153790031,41.1098093,-73.8352114,1265.396825,12,0.009483191,197.1428571,32.6984127,68.62433862,3,4,6275.438596,2836.842105,7092.105263,2235.087719,4900,4212.280702,558.7719298,3481.578947,Pipilo erythrophthalmus,ML
153790031,41.1098093,-73.8352114,1061.904762,10,0.00941704,219.047619,28.57142857,81.14285714,2,5,5183.684211,3374.122807,5845.614035,2879.824561,3008.77193,2492.982456,472.8070175,1852.54386,Pipilo erythrophthalmus,ML
153845651,41.9130258,-70.5681799,1393.968254,11,0.007891141,195.2380952,40,85.91630592,4,2.75,4993.779904,3501.116427,7350,2364.035088,5028.947368,1848.245614,472.8070175,1535.645933,Pipilo erythrophthalmus,ML
153883751,42.2681633,-85.6025076,1319.047619,11,0.00833935,201.5873016,10.15873016,79.45165945,4,2.75,4454.545455,3215.869219,6705.263158,1676.315789,5071.929825,3782.45614,429.8245614,1281.658692,Pipilo erythrophthalmus,ML
154177441,41.6681638,-71.2549775,689.8412698,7,0.010147262,99.36507937,55.87301587,68.66213152,1,7,5200.877193,3813.157895,5544.736842,3524.561404,2063.157895,2063.157895,1160.526316,1430.701754,Pipilo erythrophthalmus,ML
